Respondent ID,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you",Please select your gender,Kindly select your age bracket,Please select your department from the list below,How would you rate the state of your mental well-being?,How would you rate the current state of your mental well-being?,"If you need support in Q6 above, please state what support you would need?",Please reflect on the mental Wellness related issues listed below and tick the areas you would like us to address on our regular sessions? (Select more than one if applicable),Mental Wellness Issues Would Like Addressed - Emotional intelligence,Mental Wellness Issues Would Like Addressed - Financial constraints,Mental Wellness Issues Would Like Addressed - Trauma,Mental Wellness Issues Would Like Addressed - Substance and Drug Dependence,Mental Wellness Issues Would Like Addressed - Relationship Difficulties,Mental Wellness Issues Would Like Addressed - Unresolved Childhood Difficulties,Mental Wellness Issues Would Like Addressed - Anxiety and Depression,Mental Wellness Issues Would Like Addressed - Other (please specify),Are you going through a tough emotional situation right now?,"During the past 4 weeks, have you had any problems with your work or daily life due to any emotional problems, such as feeling depressed, sad, or anxious?","During the past 4 weeks, how often has your mental health affected your ability to get work done?","During the past two weeks, how often has your mental health affected your relationships?",Have you ever been diagnosed with a mental disorder before?,Have you seen a therapist in the recent past?,Is there a history of mental disorder in your family?,Do you feel content with your relationships and family?,When was the last time you were really happy?,When was the last time you felt good about yourself?,How often do you feel positive about your life?,When was the last time you had a positive outlook on life?,How many hours do you sleep per day?,How is your quality of sleep?,How often do you smoke?,How often do you drink?,How do you usually cope with the general stresses of life and the mental health challenges that come your way?,Coping Mechanisms - Other (please specify),"What about the amount of social support you receive from your family, friends, etc? When you have the need to talk to someone or go on outings with friends and/or relatives, do you feel there is someone who fulfills these needs?",Have you ever attended a Mental Health Awareness Session?,How would you prefer to receive information and advice about mental health?,Preferred Method of Receiving Mental Health Information - Other (please specify),Are you aware of the Employee Assistance Program services offered by Kenya Airways to all its staff and dependents through Minet?,"EAP Awareness & Usage - If yes to Question 29, have you ever accessed the service?","EAP Awareness & Usage - If no, please state the reason.",Would you like us to link you or your dependents to our professional counselors for support?
114737336563.0,I Agree,Male,40-49 years,Ground Operations,Very Good,I am OK and coping well,,Work/job related stressors,Emotional intelligence,Financial constraints,,Substance and Drug Dependence,,,Anxiety and Depression,,No,No,Not at all,Not at all,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Good,Never,Once in a few weeks,I engage relatives and friends,,Above average degree of social support (Given or potentially available from family and friends).,No,Online,,Yes,No,have never had the need to.,Yes
114737337037.0,I Agree,Male,40-49 years,Ground Operations,Good,I am OK and coping well,Counseling and mental health check,Work/job related stressors,,Financial constraints,,,Relationship Difficulties,,,,Not Sure,No,Not at all,Not at all,No,No,No,Not Sure,Few weeks ago,Few weeks ago,About half the time,Few weeks ago,7 - 9,OK,Never,Once in a few weeks,I keep my issues to myself,,"Below average degree of social support (While some support is available, it's not consistently available).",No,Online,,Yes,No,I feel OK,No
114737331779.0,I Agree,Female,40-49 years,Commercial,Very Good,I am OK and coping well,,Work/job related stressors,Emotional intelligence,Financial constraints,,,Relationship Difficulties,,Anxiety and Depression,,No,Yes,Very often,Not at all,No,No,No,Yes,Few days ago,Few days ago,Always,Few weeks ago,7 - 9,Good,Never,Once in a few weeks,I seek help from my religious leader,i do  exercise ,Above average degree of social support (Given or potentially available from family and friends).,No,Online,,Yes,No,schedule  time,No
114737326961.0,I Agree,Male,25-39 years,Ground Operations,Very Good,I am OK and coping well,NONE,,,Financial constraints,,,Relationship Difficulties,,Anxiety and Depression,,No,No,Not at all,Not at all,No,No,No,No,Few days ago,Few days ago,Always,Few days ago,7 - 9,Very Good,Never,Never,I engage relatives and friends,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",No,Online,,Yes,No,have not had any issue,Yes
114737333069.0,I Agree,Female,25-39 years,Flight Operations,Excellent,I am OK and coping well,,Work/job related stressors,Emotional intelligence,Financial constraints,,Substance and Drug Dependence,Relationship Difficulties,,Anxiety and Depression,,No,No,Not at all,Not at all,No,No,No,Yes,Few days ago,Few days ago,Always,Few days ago,4 - 6,Very Good,Never,Never,I seek help from my religious leader,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",Yes,Group session,,Yes,No,Apparently people who want to join voluntarily to be a part of the program or group should have either learnt about it in school or have a history of helping people. Many people are saying that the group isn't secretive...they tend to spread other people's problems so instead of people opening up...they keep it to themselves ,No
114737338175.0,I Agree,Female,25-39 years,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114737329359.0,I Agree,Female,25-39 years,Flight Operations,Excellent,I am OK and coping well,,Work/job related stressors,Emotional intelligence,,,,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,No,No,Not so often,Not so often,No,Yes,No,Not Sure,Few days ago,Few days ago,Once in a while,Few months ago,7 - 9,OK,Never,Once in a few weeks,I seek help from a processional counselor,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",No,One on One session,,Yes,Yes,,No
114737333896.0,I Agree,Male,25-39 years,Technical,Excellent,I am OK and coping well,na,,,,,,,,,na,No,No,Not at all,Not at all,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Good,Never,Never,I seek help from my religious leader,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",Yes,One on One session,,Yes,No,no need yet,No
114737329713.0,I Agree,Female,25-39 years,"Legal, Risk and Compliance",Good,I am OK and coping well,,Work/job related stressors,Emotional intelligence,Financial constraints,,,,,,,No,No,Not so often,Not at all,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Good,Never,Once in a few weeks,I engage relatives and friends,Support from my mum,Above average degree of social support (Given or potentially available from family and friends).,Yes,Online,,Yes,No,"I have not been in a situation where I need the service.  However, I have heard of its good service from other staff. ",No
114737330434.0,I Agree,Female,40-49 years,Commercial,Excellent,I am OK and coping well,,,Emotional intelligence,,,,,,,,No,No,Not so often,Not so often,No,Yes,No,Yes,Few days ago,Few days ago,Always,Few days ago,7 - 9,Very Good,Never,Never,I engage relatives and friends,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",Yes,Online,,Yes,No,,No
114737332245.0,I Agree,Female,25-39 years,Finance,Fair,I’m just there,am ok,Work/job related stressors,Emotional intelligence,Financial constraints,,,,,Anxiety and Depression,,Yes,Yes,Not so often,Not at all,No,No,No,Yes,Few days ago,Few months ago,Most of the time,Few months ago,7 - 9,Very Good,Never,Never,I keep my issues to myself,,Above average degree of social support (Given or potentially available from family and friends).,Yes,Online,,Yes,No,there was no clear info about it,No
114737327425.0,I Agree,Male,40-49 years,Ground Operations,Good,I am OK and coping well,none,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,,Relationship Difficulties,,Anxiety and Depression,,Yes,Yes,Not so often,Somewhat often,No,No,No,Yes,Few weeks ago,Few weeks ago,Once in a while,Few days ago,4 - 6,Bad,Never,Once in a few weeks,I keep my issues to myself,,Average degree of social support from family and friends is given or potentially available.,Yes,Group session,,Yes,No,havent been in need as yet,Yes
114737335401.0,I Agree,Female,40-49 years,Flight Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114737330133.0,I Agree,Female,40-49 years,Technical,Good,I am OK and coping well,,Work/job related stressors,,Financial constraints,,,,,,,No,No,Not so often,Not so often,No,No,Yes,Yes,Few weeks ago,Few days ago,Most of the time,Few days ago,7 - 9,Good,Never,Once in a few weeks,I engage relatives and friends,,Above average degree of social support (Given or potentially available from family and friends).,Yes,Group session,,Yes,No,I have not had a reason to,No
114737329834.0,I Agree,Male,40-49 years,Technical,Poor,I am not OK,I have alot I need to share but I can't trust anyone ,Work/job related stressors,,Financial constraints,,,Relationship Difficulties,,Anxiety and Depression,,Yes,Yes,Somewhat often,Very often,Not Sure,No,Not sure,No,Few months ago,I don't remember,Once in a while,I don't remember,Less than 4,Not Sure,Never,Never,I keep my issues to myself,,No support or potential support is available from either family or friends,No,One on One session,,Yes,No,I don't know if I can trust them,Yes
114737329514.0,I Agree,Female,25-39 years,Finance,Good,I’m just there,none,Work/job related stressors,Emotional intelligence,,,,,,,,Not Sure,Yes,Not at all,Not at all,No,No,No,Yes,Few months ago,Few months ago,Once in a while,Few months ago,4 - 6,Good,Never,Never,I engage relatives and friends,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",Yes,Online,,Yes,Yes,,No
114737327451.0,I Agree,Male,25-39 years,Ground Operations,Poor,I’m just there,I have had a lot of challenges since this May 2024. I'd really appriciate if I can Find someone to speak to alongside offering guidance. ,Work/job related stressors,,Financial constraints,Trauma,,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Yes,Yes,Somewhat often,Somewhat often,No,No,No,Not Sure,I don't remember,I don't remember,Never,Few years ago,4 - 6,Not Sure,Never,Never,I keep my issues to myself,,"Below average degree of social support (While some support is available, it's not consistently available).",No,One on One session,,No,,,No
114737327435.0,I Agree,Male,25-39 years,Ground Operations,Excellent,I am OK and coping well,Dnt need support ,Work/job related stressors,,Financial constraints,,,Relationship Difficulties,,Anxiety and Depression,,Not Sure,No,Not at all,Not at all,No,No,No,Yes,I don't remember,Few weeks ago,Most of the time,Few months ago,4 - 6,Very Good,Never,Once in a few weeks,I keep my issues to myself,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",No,One on One session,,Yes,No,Never used,Yes
114737330158.0,I Agree,Male,25-39 years,Ground Operations,Fair,I’m just there,,Work/job related stressors,,Financial constraints,,,,,Anxiety and Depression,,Yes,Not Sure,Not so often,Somewhat often,No,No,No,Not Sure,I don't remember,I don't remember,Once in a while,Few years ago,4 - 6,OK,Never,Once in a few weeks,I keep my issues to myself,,"Below average degree of social support (While some support is available, it's not consistently available).",No,Online,,Yes,No,I don't feel comfortable using the service because more often than not it will be used against your employment status in future hence putting my job at risk and the risk of thesame spreading amongst colleagues at work. ,No
114737326687.0,I Agree,Male,40-49 years,Flight Operations,Fair,I am OK and coping well,,Work/job related stressors,,Financial constraints,,Substance and Drug Dependence,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Yes,Yes,Not so often,Somewhat often,No,Yes,Yes,No,Few months ago,Few months ago,About half the time,Few days ago,4 - 6,Bad,Never,Once in a few weeks,I seek help from a processional counselor,,Average degree of social support from family and friends is given or potentially available.,Yes,One on One session,,Yes,Yes,,Yes
114737326472.0,I Agree,Female,25-39 years,Ground Operations,Good,I’m just there,,Work/job related stressors,Emotional intelligence,Financial constraints,,,,Unresolved Childhood Difficulties,,,Not Sure,Not Sure,Not at all,Not at all,No,No,Yes,Not Sure,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Good,Never,Never,I keep my issues to myself,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",No,Online,,Yes,,,
114737325927.0,I Agree,Male,50+ years,Ground Operations,Excellent,I am OK and coping well,,Work/job related stressors,,,,,,,,Related to work stressors -Stagnation ,No,Yes,Not so often,Not so often,No,No,No,Yes,Few days ago,Few days ago,Always,Few days ago,4 - 6,Very Good,Never,Once in a few weeks,I engage relatives and friends,I try and engage in activities i have known with time to be non-stressing to me including have personal quiet time,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",No,One on One session,,Yes,No,I have never felt the need,Yes
114737327210.0,I Agree,Male,50+ years,Ground Operations,Good,I am OK and coping well,none,Work/job related stressors,,,,,,,,,No,No,Not at all,Not at all,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Good,More than once everyday,Never,I keep my issues to myself,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",No,Online,,Yes,No,Never needed it,No
114737329993.0,I Agree,Female,40-49 years,Flight Operations,Very Good,I’m just there,,Work/job related stressors,,Financial constraints,,,,,,,No,No,Not at all,Not at all,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Good,Never,Never,,,,,,,,,,
114737327887.0,I Agree,Male,40-49 years,Managing Director's Office,Very Good,I am OK and coping well,,,,Financial constraints,,,,,,,No,No,Not so often,Not so often,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Good,Never,Never,I keep my issues to myself,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",No,Online,,Yes,No,I AM NOT INVOLVED IN EXCESSES,No
114737326505.0,I Agree,Male,40-49 years,Technical,Good,I am OK and coping well,Do not need support ,Work/job related stressors,,Financial constraints,,,,,,,No,No,Not at all,Not so often,No,No,No,Yes,Few weeks ago,Few months ago,Most of the time,Few months ago,7 - 9,Good,Never,Never,I engage relatives and friends,,"High degree of social support (Much support is either given or is available, if needed, from family and friends).",Yes,One on One session,,Yes,No,Had no challenge ,No
114737326524.0,I Agree,Male,50+ years,Cargo,Very Good,I am OK and coping well,,Work/job related stressors,,,,,,,,,No,No,Not at all,Not at all,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Bad,Never,Once in a few weeks,I engage relatives and friends,,Average degree of social support from family and friends is given or potentially available.,No,Online,,No,,,Yes
114737326213.0,I Agree,Female,25-39 years,Flight Operations,Good,I am OK and coping well,none,Work/job related stressors,Emotional intelligence,,Trauma,,,,Anxiety and Depression,,No,Yes,Not so often,Not at all,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,4 - 6,Good,Never,Never,I keep my issues to myself,,Average degree of social support from family and friends is given or potentially available.,No,Online,,Yes,,,
114737327932.0,I Agree,Male,25-39 years,Technical,Fair,I’m just there,Financial support and work-life balance.,Work/job related stressors,,Financial constraints,,,,,,,Yes,Yes,Not so often,Not so often,No,No,No,Yes,Few months ago,Few days ago,Most of the time,Few days ago,4 - 6,OK,Never,Never,I engage relatives and friends,,Above average degree of social support (Given or potentially available from family and friends).,No,Online,,Yes,No,Time limitations.,Yes
114737327760.0,I Agree,Male,25-39 years,Managing Director's Office,Fair,I am not OK,stress relieve ,Work/job related stressors,Emotional intelligence,Financial constraints,,Substance and Drug Dependence,Relationship Difficulties,,Anxiety and Depression,,Yes,Yes,Somewhat often,Somewhat often,No,No,No,No,I don't remember,I don't remember,Once in a while,Few weeks ago,7 - 9,Bad,Never,Once in a few weeks,I keep my issues to myself,,"Below average degree of social support (While some support is available, it's not consistently available).",No,One on One session,,Yes,No,no time,Yes
114737326957.0,I Agree,Male,40-49 years,Human Resources,Good,I am OK and coping well,,Work/job related stressors,Emotional intelligence,Financial constraints,,Substance and Drug Dependence,Relationship Difficulties,,Anxiety and Depression,,No,No,Not so often,Not so often,No,No,No,Yes,Few days ago,Few days ago,Most of the time,Few days ago,7 - 9,Good,Never,Never,I engage relatives and friends,,Average degree of social support from family and friends is given or potentially available.,No,Online,,Yes,No,Services not required for the time being,No
